"filename", "language", "Python", "Markdown", "JSON", "Log", "JavaScript", "CSS", "TypeScript", "JSON with Comments", "TypeScript JSX", "XML", "HTML", "PowerShell", "MS SQL", "Shell Script", "YAML", "comment", "blank", "total"
"c:\Users\Bobby\Desktop\sports\logs\hourly_pipeline_20251111_213652.log", "Log", 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 60
"c:\Users\Bobby\Desktop\sports\logs\hourly_pipeline_20251111_222631.log", "Log", 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 60
"c:\Users\Bobby\Desktop\sports\logs\hourly_pipeline_20251112_000737.log", "Log", 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 60
"c:\Users\Bobby\Desktop\sports\logs\hourly_pipeline_20251112_020002.log", "Log", 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 60
"c:\Users\Bobby\Desktop\sports\logs\hourly_pipeline_20251112_093037.log", "Log", 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"c:\Users\Bobby\Desktop\sports\logs\hourly_pipeline_20251112_140001.log", "Log", 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 60
"c:\Users\Bobby\Desktop\sports\logs\hourly_pipeline_20251113_000533.log", "Log", 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 60
"c:\Users\Bobby\Desktop\sports\logs\hourly_pipeline_20251113_034146.log", "Log", 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 60
"c:\Users\Bobby\Desktop\sports\logs\hourly_pipeline_20251113_140002.log", "Log", 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 60
"c:\Users\Bobby\Desktop\sports\logs\hourly_pipeline_20251114_020002.log", "Log", 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 60
"c:\Users\Bobby\Desktop\sports\logs\hourly_pipeline_20251114_140001.log", "Log", 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 60
"c:\Users\Bobby\Desktop\sports\logs\hourly_pipeline_20251115_105658.log", "Log", 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 60
"c:\Users\Bobby\Desktop\sports\logs\hourly_pipeline_20251115_140001.log", "Log", 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 60
"c:\Users\Bobby\Desktop\sports\logs\hourly_pipeline_20251116_111923.log", "Log", 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 60
"c:\Users\Bobby\Desktop\sports\logs\hourly_pipeline_20251116_140001.log", "Log", 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 60
"c:\Users\Bobby\Desktop\sports\logs\hourly_pipeline_20251116_215759.log", "Log", 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 60
"c:\Users\Bobby\Desktop\sports\logs\hourly_pipeline_20251116_223302.log", "Log", 0, 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 69
"c:\Users\Bobby\Desktop\sports\logs\hourly_pipeline_20251117_103036.log", "Log", 0, 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 69
"c:\Users\Bobby\Desktop\sports\logs\hourly_pipeline_20251117_150621.log", "Log", 0, 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 69
"c:\Users\Bobby\Desktop\sports\logs\hourly_pipeline_20251117_205525.log", "Log", 0, 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 69
"c:\Users\Bobby\Desktop\sports\logs\hourly_pipeline_20251118_063053.log", "Log", 0, 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 69
"c:\Users\Bobby\Desktop\sports\logs\hourly_pipeline_20251118_152236.log", "Log", 0, 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 69
"c:\Users\Bobby\Desktop\sports\logs\hourly_pipeline_20251119_103253.log", "Log", 0, 0, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 70
"c:\Users\Bobby\Desktop\sports\logs\hourly_pipeline_20251119_140001.log", "Log", 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 23
"c:\Users\Bobby\Desktop\sports\logs\hourly_pipeline_20251119_235149.log", "Log", 0, 0, 0, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 82
"c:\Users\Bobby\Desktop\sports\logs\hourly_pipeline_20251120_092457.log", "Log", 0, 0, 0, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 82
"c:\Users\Bobby\Desktop\sports\logs\hourly_pipeline_20251120_152005.log", "Log", 0, 0, 0, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 82
"c:\Users\Bobby\Desktop\sports\logs\hourly_pipeline_20251121_001034.log", "Log", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 12
"c:\Users\Bobby\Desktop\sports\logs\hourly_pipeline_20251121_001636.log", "Log", 0, 0, 0, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 82
"c:\Users\Bobby\Desktop\sports\logs\hourly_pipeline_20251121_130322.log", "Log", 0, 0, 0, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 82
"c:\Users\Bobby\Desktop\sports\logs\hourly_pipeline_20251121_150252.log", "Log", 0, 0, 0, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 82
"c:\Users\Bobby\Desktop\sports\logs\hourly_pipeline_20251121_152550.log", "Log", 0, 0, 0, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 82
"c:\Users\Bobby\Desktop\sports\logs\hourly_pipeline_20251121_172916.log", "Log", 0, 0, 0, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 82
"c:\Users\Bobby\Desktop\sports\logs\hourly_pipeline_20251121_185738.log", "Log", 0, 0, 0, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 82
"c:\Users\Bobby\Desktop\sports\logs\hourly_pipeline_20251122_193430.log", "Log", 0, 0, 0, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 82
"c:\Users\Bobby\Desktop\sports\logs\hourly_pipeline_20251122_200710.log", "Log", 0, 0, 0, 141, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 142
"c:\Users\Bobby\Desktop\sports\logs\hourly_pipeline_20251123_110114.log", "Log", 0, 0, 0, 143, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 144
"c:\Users\Bobby\Desktop\sports\logs\hourly_pipeline_20251123_195702.log", "Log", 0, 0, 0, 143, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 144
"c:\Users\Bobby\Desktop\sports\logs\hourly_pipeline_20251123_220244.log", "Log", 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13
"c:\Users\Bobby\Desktop\sports\logs\hourly_pipeline_20251123_220818.log", "Log", 0, 0, 0, 143, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 144
"c:\Users\Bobby\Desktop\sports\logs\hourly_pipeline_20251124_112405.log", "Log", 0, 0, 0, 143, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 144
"c:\Users\Bobby\Desktop\sports\logs\hourly_pipeline_20251124_182147.log", "Log", 0, 0, 0, 143, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 144
"c:\Users\Bobby\Desktop\sports\logs\pipeline_20251204_195200.log", "Log", 0, 0, 0, 11117, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 138, 11255
"c:\Users\Bobby\Desktop\sports\logs\pipeline_20251204_200221.log", "Log", 0, 0, 0, 9567, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 9585
"c:\Users\Bobby\Desktop\sports\logs\pipeline_20251204_200442.log", "Log", 0, 0, 0, 9455, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 9470
"c:\Users\Bobby\Desktop\sports\logs\pipeline_20251207_002330.log", "Log", 0, 0, 0, 1221, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1224
"c:\Users\Bobby\Desktop\sports\logs\pipeline_20251207_232314.log", "Log", 0, 0, 0, 1048, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1051
"c:\Users\Bobby\Desktop\sports\logs\pipeline_20251208_223255.log", "Log", 0, 0, 0, 1156, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1159
"c:\Users\Bobby\Desktop\sports\logs\predict_pipeline_20251124_185426.log", "Log", 0, 0, 0, 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 85
"c:\Users\Bobby\Desktop\sports\logs\predict_pipeline_20251124_190850.log", "Log", 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 17
"c:\Users\Bobby\Desktop\sports\logs\predict_pipeline_20251124_190935.log", "Log", 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13
"c:\Users\Bobby\Desktop\sports\logs\predict_pipeline_20251124_191007.log", "Log", 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 14
"c:\Users\Bobby\Desktop\sports\logs\predict_pipeline_20251124_191047.log", "Log", 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 14
"c:\Users\Bobby\Desktop\sports\logs\predict_pipeline_20251124_191121.log", "Log", 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 19
"c:\Users\Bobby\Desktop\sports\logs\predict_pipeline_20251124_191703.log", "Log", 0, 0, 0, 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 85
"c:\Users\Bobby\Desktop\sports\logs\predict_pipeline_20251124_214913.log", "Log", 0, 0, 0, 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 85
"c:\Users\Bobby\Desktop\sports\logs\predict_pipeline_20251125_000848.log", "Log", 0, 0, 0, 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 85
"c:\Users\Bobby\Desktop\sports\logs\predict_pipeline_20251125_002525.log", "Log", 0, 0, 0, 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 85
"c:\Users\Bobby\Desktop\sports\logs\predict_pipeline_20251125_004415.log", "Log", 0, 0, 0, 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 85
"c:\Users\Bobby\Desktop\sports\logs\predict_pipeline_20251125_183433.log", "Log", 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10
"c:\Users\Bobby\Desktop\sports\logs\predict_pipeline_20251125_183908.log", "Log", 0, 0, 0, 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 85
"c:\Users\Bobby\Desktop\sports\logs\predict_pipeline_20251125_213639.log", "Log", 0, 0, 0, 82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 83
"c:\Users\Bobby\Desktop\sports\logs\predict_pipeline_20251126_093201.log", "Log", 0, 0, 0, 82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 83
"c:\Users\Bobby\Desktop\sports\logs\predict_pipeline_20251130_190728.log", "Log", 0, 0, 0, 82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 83
"c:\Users\Bobby\Desktop\sports\logs\predict_pipeline_20251130_193103.log", "Log", 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"c:\Users\Bobby\Desktop\sports\logs\predict_pipeline_20251201_232234.log", "Log", 0, 0, 0, 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 86
"c:\Users\Bobby\Desktop\sports\logs\predict_pipeline_20251202_231311.log", "Log", 0, 0, 0, 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 86
"c:\Users\Bobby\Desktop\sports\logs\predict_pipeline_20251203_220856.log", "Log", 0, 0, 0, 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 86
"c:\Users\Bobby\Desktop\sports\logs\predict_pipeline_20251203_222921.log", "Log", 0, 0, 0, 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 88
"c:\Users\Bobby\Desktop\sports\logs\predict_pipeline_20251203_224011.log", "Log", 0, 0, 0, 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 88
"c:\Users\Bobby\Desktop\sports\logs\predict_pipeline_20251203_225358.log", "Log", 0, 0, 0, 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 88
"c:\Users\Bobby\Desktop\sports\logs\predict_pipeline_20251203_230642.log", "Log", 0, 0, 0, 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 88
"c:\Users\Bobby\Desktop\sports\logs\predict_pipeline_20251204_003339.log", "Log", 0, 0, 0, 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 88
"c:\Users\Bobby\Desktop\sports\logs\predict_pipeline_20251204_004200.log", "Log", 0, 0, 0, 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 88
"c:\Users\Bobby\Desktop\sports\logs\predict_pipeline_20251204_192051.log", "Log", 0, 0, 0, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 89
"c:\Users\Bobby\Desktop\sports\logs\predict_pipeline_20251204_194447.log", "Log", 0, 0, 0, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 89
"c:\Users\Bobby\Desktop\sports\logs\predict_pipeline_20251204_200007.log", "Log", 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 53
"c:\Users\Bobby\Desktop\sports\logs\predict_pipeline_20251204_201246.log", "Log", 0, 0, 0, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 89
"c:\Users\Bobby\Desktop\sports\logs\predict_pipeline_20251204_203109.log", "Log", 0, 0, 0, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 89
"c:\Users\Bobby\Desktop\sports\logs\predict_pipeline_20251205_000245.log", "Log", 0, 0, 0, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 89
"c:\Users\Bobby\Desktop\sports\logs\predict_pipeline_20251205_222111.log", "Log", 0, 0, 0, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 89
"c:\Users\Bobby\Desktop\sports\logs\predict_pipeline_20251207_003137.log", "Log", 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 44
"c:\Users\Bobby\Desktop\sports\logs\predict_pipeline_20251207_233241.log", "Log", 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 44
"c:\Users\Bobby\Desktop\sports\logs\predict_pipeline_20251208_002034.log", "Log", 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 44
"c:\Users\Bobby\Desktop\sports\logs\predict_pipeline_20251208_224212.log", "Log", 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 44
"c:\Users\Bobby\Desktop\sports\logs\train_pipeline_20251204_003524.log", "Log", 0, 0, 0, 86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 87
"c:\Users\Bobby\Desktop\sports\logs\train_pipeline_20251204_193401.log", "Log", 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10
"c:\Users\Bobby\Desktop\sports\logs\train_pipeline_20251204_193827.log", "Log", 0, 0, 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 72
"c:\Users\Bobby\Desktop\sports\logs\train_pipeline_20251204_195329.log", "Log", 0, 0, 0, 107, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 165
"c:\Users\Bobby\Desktop\sports\logs\train_pipeline_20251204_200609.log", "Log", 0, 0, 0, 4053, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4054
"c:\Users\Bobby\Desktop\sports\logs\train_pipeline_20251207_002426.log", "Log", 0, 0, 0, 377, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 378
"c:\Users\Bobby\Desktop\sports\logs\train_pipeline_20251207_232537.log", "Log", 0, 0, 0, 377, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 378
"c:\Users\Bobby\Desktop\sports\logs\train_pipeline_20251208_223523.log", "Log", 0, 0, 0, 377, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 378
"c:\Users\Bobby\Desktop\sports\match_teams_espn.py", "Python", 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 16, 112
"c:\Users\Bobby\Desktop\sports\mismatches.log", "Log", 0, 0, 0, 961, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 961
"c:\Users\Bobby\Desktop\sports\odds_betrivers.json", "JSON", 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49
"c:\Users\Bobby\Desktop\sports\odds_debug.json", "JSON", 0, 0, 313, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 313
"c:\Users\Bobby\Desktop\sports\old_config.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\Bobby\Desktop\sports\old_data.py", "Python", 4715, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4715
"c:\Users\Bobby\Desktop\sports\old_forward_test.py", "Python", 3875, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3875
"c:\Users\Bobby\Desktop\sports\old_forward_test_v2.py", "Python", 2639, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2639
"c:\Users\Bobby\Desktop\sports\path_debug.log", "Log", 0, 0, 0, 935, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 936
"c:\Users\Bobby\Desktop\sports\regenerate_totals_v2.py", "Python", 104, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 29, 145
"c:\Users\Bobby\Desktop\sports\run_api.ps1", "PowerShell", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 0, 0, 0, 0, 13, 58
"c:\Users\Bobby\Desktop\sports\run_dashboard.ps1", "PowerShell", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 13, 67
"c:\Users\Bobby\Desktop\sports\scripts\archive\check_sports.py", "Python", 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 22
"c:\Users\Bobby\Desktop\sports\scripts\archive\clean_and_version.py", "Python", 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 17, 71
"c:\Users\Bobby\Desktop\sports\scripts\archive\cleanup_bad_data.py", "Python", 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 14, 70
"c:\Users\Bobby\Desktop\sports\scripts\archive\cleanup_workspace.py", "Python", 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 9, 58
"c:\Users\Bobby\Desktop\sports\scripts\archive\compare_v3_games.py", "Python", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 12, 43
"c:\Users\Bobby\Desktop\sports\scripts\archive\debug_api.py", "Python", 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 33
"c:\Users\Bobby\Desktop\sports\scripts\archive\debug_columns.py", "Python", 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 36
"c:\Users\Bobby\Desktop\sports\scripts\archive\debug_game_matching.py", "Python", 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 15, 79
"c:\Users\Bobby\Desktop\sports\scripts\archive\debug_lazio_odds.py", "Python", 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 21, 107
"c:\Users\Bobby\Desktop\sports\scripts\archive\debug_mapping_fix.py", "Python", 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 34
"c:\Users\Bobby\Desktop\sports\scripts\archive\debug_mapping_overlap.py", "Python", 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 15, 79
"c:\Users\Bobby\Desktop\sports\scripts\archive\debug_ncaab.py", "Python", 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 20, 84
"c:\Users\Bobby\Desktop\sports\scripts\archive\debug_odds_names.py", "Python", 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7, 46
"c:\Users\Bobby\Desktop\sports\scripts\archive\debug_rf_versions.py", "Python", 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10, 44
"c:\Users\Bobby\Desktop\sports\scripts\archive\debug_toronto_line.py", "Python", 89, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 26, 125
"c:\Users\Bobby\Desktop\sports\scripts\archive\debug_totals_count.py", "Python", 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8, 32
"c:\Users\Bobby\Desktop\sports\scripts\archive\delete_zombie_games.py", "Python", 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 16, 55
"c:\Users\Bobby\Desktop\sports\scripts\archive\download_understat.py", "Python", 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 72
"c:\Users\Bobby\Desktop\sports\scripts\archive\find_missing_team_codes.py", "Python", 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 41
"c:\Users\Bobby\Desktop\sports\scripts\archive\fix_versions.py", "Python", 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 11, 55
"c:\Users\Bobby\Desktop\sports\scripts\archive\forward_test_daily.ps1", "PowerShell", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 2, 9, 36
"c:\Users\Bobby\Desktop\sports\scripts\archive\generate_all_predictions.ps1", "PowerShell", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 3, 8, 39
"c:\Users\Bobby\Desktop\sports\scripts\archive\ingest_hourly_data.ps1", "PowerShell", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 151, 0, 0, 0, 3, 23, 177
"c:\Users\Bobby\Desktop\sports\scripts\archive\list_teams.py", "Python", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 28
"c:\Users\Bobby\Desktop\sports\scripts\archive\load_killersports_odds.py", "Python", 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 16, 74
"c:\Users\Bobby\Desktop\sports\scripts\archive\restore_completed_predictions.py", "Python", 161, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 35, 218
"c:\Users\Bobby\Desktop\sports\scripts\archive\retrain_random_forest.ps1", "PowerShell", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 2, 9, 43
"c:\Users\Bobby\Desktop\sports\scripts\archive\run_forward_test_predict.ps1", "PowerShell", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 87, 0, 0, 0, 7, 20, 114
"c:\Users\Bobby\Desktop\sports\scripts\archive\run_forward_test_predict_cfb.ps1", "PowerShell", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 0, 0, 0, 7, 12, 72
"c:\Users\Bobby\Desktop\sports\scripts\archive\run_forward_test_update.ps1", "PowerShell", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 156, 0, 0, 0, 9, 17, 182
"c:\Users\Bobby\Desktop\sports\scripts\archive\run_forward_test_update_cfb.ps1", "PowerShell", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 0, 0, 0, 5, 12, 64
"c:\Users\Bobby\Desktop\sports\scripts\archive\run_nba_metrics.py", "Python", 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 21
"c:\Users\Bobby\Desktop\sports\scripts\archive\run_validation.py", "Python", 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 18
"c:\Users\Bobby\Desktop\sports\scripts\archive\safe_remove_abbreviations.py", "Python", 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 14, 56
"c:\Users\Bobby\Desktop\sports\scripts\archive\schedule_forward_test.ps1", "PowerShell", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 165, 0, 0, 0, 7, 17, 189
"c:\Users\Bobby\Desktop\sports\scripts\archive\schedule_forward_test_simple.ps1", "PowerShell", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 83, 0, 0, 0, 6, 17, 106
"c:\Users\Bobby\Desktop\sports\scripts\archive\schedule_ingestion.ps1", "PowerShell", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 2, 8, 30
